LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,default.payment
130000,0,0,0,0,-1,-1,3000.0,5000.0,2822.0,0
20000,-1,-1,-1,2,2,2,1097.0,1003.0,0.0,1
260000,-2,-2,-2,-2,-1,-1,2637.0,2280.0,746.0,0
20000,-1,-1,-1,-1,-1,-1,700.0,600.0,700.0,0
300000,2,-1,-1,0,0,-2,170.0,1080.0,0.0,1
460000,0,0,0,0,0,0,17610.0,17500.0,13810.0,0
20000,1,-1,-1,-1,2,2,20087.0,2200.0,600.0,1
360000,0,0,0,0,0,0,10381.0,9036.0,9066.0,1
290000,0,0,0,0,0,0,4000.0,4250.0,5000.0,0
90000,0,0,0,0,0,0,12000.0,5000.0,3000.0,0
180000,-1,-1,-1,-1,-1,-1,0.0,351.0,631.0,0
360000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
120000,0,0,0,0,0,0,1369.0,1382.0,836.0,0
220000,0,0,0,0,0,0,7261.0,5170.0,4054.0,0
220000,2,2,0,0,0,2,311.0,38024.0,8105.0,1
10000,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,1
320000,0,0,0,0,0,0,3600.0,4277.0,4000.0,0
320000,0,0,0,0,0,0,10000.0,15000.0,105000.0,0
90000,0,0,0,0,-1,0,3000.0,5000.0,500.0,0
180000,0,0,0,0,0,0,5000.0,5000.0,5000.0,0
90000,0,0,0,0,0,-1,3360.0,1947.0,2000.0,0
100000,0,0,0,0,0,0,1700.0,2000.0,2000.0,0
340000,0,0,0,0,0,0,15110.0,11019.0,9502.0,0
50000,0,0,2,0,0,0,5500.0,0.0,3000.0,1
240000,-1,0,-1,-1,-1,-1,1000.0,16906.0,1143.0,0
10000,1,2,2,2,2,2,1157.0,0.0,1008.0,0
220000,2,2,2,2,2,2,0.0,0.0,0.0,1
100000,0,0,0,0,0,0,3536.0,2821.0,3963.0,0
220000,-2,-2,-2,-2,-2,-2,1142.0,377.0,5763.0,0
70000,0,0,0,0,0,0,2620.0,2730.0,1936.0,0
30000,3,2,2,0,0,0,1763.0,0.0,1178.0,1
130000,-1,-1,-1,-1,-1,-1,45697.0,27951.0,17307.0,0
140000,0,0,0,0,0,0,3005.0,3000.0,3000.0,0
20000,0,0,-1,0,0,0,1000.0,16000.0,600.0,0
150000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
50000,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0
90000,1,1,1,0,0,0,3100.0,1000.0,770.0,0
170000,0,0,0,0,0,0,8000.0,7000.0,5000.0,0
70000,2,2,0,0,0,0,0.0,2000.0,1300.0,1
200000,-2,-2,-2,-2,-2,-2,0.0,0.0,663.0,0
200000,0,-1,0,0,-1,-1,19067.0,5000.0,0.0,0
20000,1,2,0,0,0,0,0.0,1600.0,0.0,1
200000,0,0,0,0,0,0,10000.0,7004.0,5000.0,0
170000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
130000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
100000,0,0,0,0,2,0,4110.0,4101.0,6623.0,0
180000,0,0,0,2,0,0,5000.0,7000.0,0.0,0
230000,-2,-1,0,0,0,0,990.0,8089.0,2186.0,0
20000,-1,-1,-1,-1,-1,0,1140.0,12656.0,1700.0,0
500000,0,0,0,0,0,0,2504.0,10004.0,5178.0,1
150000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
80000,3,2,2,2,2,2,2500.0,2000.0,2000.0,1
230000,0,0,0,0,0,0,5000.0,5000.0,10000.0,0
80000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
230000,0,0,0,0,0,0,5000.0,5000.0,2100.0,0
50000,2,0,-1,-1,-1,0,2000.0,1000.0,19000.0,1
50000,0,0,0,0,0,0,5000.0,23000.0,838.0,0
10000,1,3,2,0,0,0,0.0,0.0,0.0,0
140000,2,2,2,2,2,2,8408.0,3500.0,3500.0,0
50000,0,0,0,0,0,0,2094.0,1451.0,1987.0,1
180000,0,0,0,0,0,0,6070.0,3521.0,5000.0,0
360000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
580000,2,2,3,3,4,6,25704.0,9464.0,25065.0,0
310000,-2,-2,-2,-2,-2,-2,12484.0,13961.0,9838.0,0
20000,0,0,2,0,0,0,4008.0,0.0,1000.0,0
180000,-2,-1,-1,-1,0,-1,6847.0,18762.0,22928.0,0
60000,0,0,0,0,0,0,2000.0,1300.0,2000.0,0
40000,0,0,0,0,0,2,1573.0,1512.0,504.0,0
140000,0,0,2,0,0,0,8200.0,3000.0,4000.0,0
220000,0,-1,-1,-1,-1,-1,8288.0,8000.0,0.0,0
10000,0,0,0,0,0,0,1158.0,1151.0,339.0,1
20000,0,-1,-1,-1,0,-1,390.0,390.0,780.0,0
50000,-1,0,0,0,0,0,1300.0,2701.0,700.0,0
50000,2,0,0,0,0,0,1487.0,1500.0,1081.0,1
320000,0,0,0,0,0,0,3891.0,5240.0,3616.0,0
20000,-2,-2,-2,-2,-2,-2,1530.0,750.0,1140.0,0
50000,0,0,0,0,0,0,2037.0,2316.0,690.0,0
340000,-1,-1,-1,-2,-1,2,1228.0,7270.0,2000.0,0
360000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
300000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
40000,0,0,0,0,2,2,2000.0,2000.0,2000.0,0
150000,0,0,2,0,0,0,12900.0,0.0,5399.0,0
20000,2,2,0,0,0,3,0.0,1612.0,687.0,1
30000,1,-2,-1,0,0,-1,0.0,2610.0,18.0,0
80000,-2,-2,-2,-2,-2,-2,390.0,780.0,0.0,0
390000,-2,-2,-2,-2,-1,-1,0.0,0.0,0.0,1
20000,1,2,2,2,2,2,0.0,1638.0,251.0,1
200000,0,0,0,0,0,0,4000.0,4000.0,5000.0,1
80000,0,0,0,0,0,0,1970.0,2355.0,1500.0,0
50000,2,0,0,0,0,0,1715.0,1991.0,1661.0,1
230000,0,0,0,0,0,0,1364.0,1393.0,2003.0,0
190000,0,0,0,0,0,0,10000.0,7891.0,5743.0,0
260000,-1,0,0,0,0,0,7425.0,2795.0,2779.0,0
100000,-1,-1,-1,-1,-1,-1,55139.0,34181.0,12592.0,0
140000,0,0,0,0,0,0,4002.0,3900.0,3000.0,0
20000,2,0,0,0,0,0,1225.0,1234.0,517.0,1
80000,0,0,0,0,0,0,3046.0,1874.0,2000.0,0
360000,0,0,0,0,-1,-1,12557.0,13738.0,5053.0,0
70000,0,0,0,0,2,0,2200.0,2500.0,3600.0,1
30000,2,2,0,0,0,0,0.0,1400.0,3561.0,1
500000,0,0,0,0,0,0,15000.0,15000.0,20000.0,0
320000,2,-1,-1,-1,-1,-1,416.0,416.0,416.0,0
500000,0,0,0,0,0,0,30007.0,30000.0,50000.0,0
240000,1,-2,-1,-1,0,0,0.0,402.0,14350.0,0
50000,-1,-1,-1,-1,-1,-1,801.0,686.0,527.0,0
120000,0,0,0,0,0,0,1562.0,1500.0,1059.0,0
250000,0,0,0,0,0,0,5000.0,3000.0,2500.0,0
180000,0,0,0,0,0,0,2500.0,3000.0,2500.0,0
10000,-1,-1,-1,-1,0,-1,654.0,9954.0,9919.0,0
200000,0,0,0,0,0,0,52306.0,1000.0,212.0,0
120000,-1,-1,-1,-1,-1,-1,380.0,380.0,380.0,0
230000,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,0
330000,1,-2,-2,-1,-1,-1,0.0,0.0,1983.0,0
50000,0,0,0,0,0,0,1492.0,1509.0,1600.0,1
130000,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0
110000,2,2,2,2,2,2,0.0,5700.0,2800.0,1
30000,-1,0,0,-1,2,2,7006.0,0.0,196.0,0
120000,0,0,-1,0,0,-1,5000.0,5814.0,0.0,0
120000,-2,-1,-1,-1,0,0,958.0,0.0,170.0,0
210000,0,0,0,0,0,2,1856.0,1564.0,1468.0,0
30000,1,2,0,0,2,2,0.0,1253.0,1400.0,0
50000,2,2,2,2,2,2,1800.0,3900.0,300.0,0
140000,-1,-1,-1,0,-1,-1,395.0,1204.0,0.0,0
140000,2,2,2,2,2,2,6400.0,5000.0,0.0,0
50000,0,0,0,0,0,0,2100.0,1305.0,1201.0,0
130000,1,2,0,0,0,0,100.0,2000.0,1000.0,1
80000,1,2,0,0,0,0,0.0,1266.0,258.0,1
50000,0,0,2,0,0,0,4000.0,0.0,811.0,0
100000,1,2,2,2,2,0,1310.0,0.0,3000.0,0
220000,-1,-1,-1,-1,-1,-1,45889.0,11134.0,4578.0,0
260000,-1,-1,-1,0,-1,-1,711.0,5514.0,0.0,0
320000,0,0,0,0,0,0,20000.0,12868.0,11721.0,0
80000,0,0,0,0,0,0,3000.0,2005.0,1013.0,0
140000,0,0,0,0,0,0,2800.0,3000.0,2500.0,0
180000,0,0,0,2,-1,-1,3826.0,7000.0,0.0,1
80000,1,-1,-1,-1,0,0,3056.0,3324.0,1278.0,0
250000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
80000,0,0,0,0,0,0,4100.0,2000.0,0.0,0
30000,0,0,0,0,0,-1,1681.0,2000.0,0.0,1
120000,-1,-1,-1,-1,-1,-1,11433.0,7823.0,0.0,0
120000,0,0,0,0,0,0,4000.0,4000.0,3250.0,0
20000,2,2,2,0,0,0,4000.0,0.0,2000.0,0
50000,0,0,0,0,-1,0,3000.0,1000.0,41.0,0
250000,-2,-2,-2,-1,-1,-1,390.0,390.0,8042.0,0
260000,0,0,0,0,0,0,5000.0,5000.0,5000.0,0
180000,-1,2,-1,-1,-1,2,0.0,376.0,0.0,0
20000,-1,-1,-1,-1,-1,-1,678.0,0.0,780.0,0
150000,1,2,2,0,0,0,3800.0,0.0,2800.0,1
260000,-1,-1,-1,-1,-1,-1,3222.0,2125.0,11892.0,0
230000,1,2,2,2,2,2,1000.0,1000.0,3000.0,0
70000,0,0,0,0,0,0,2828.0,2337.0,1702.0,0
160000,-1,-1,-1,-1,0,0,8000.0,2000.0,4755.0,0
50000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
170000,-1,-1,-1,-1,-2,-1,0.0,4920.0,0.0,0
210000,0,0,0,0,0,0,6000.0,5000.0,2697.0,0
230000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
110000,2,2,2,2,2,2,0.0,4803.0,0.0,1
80000,0,0,-1,-1,-1,-1,2300.0,22478.0,5011.0,0
90000,-1,-1,-1,-1,-1,-1,394.0,332.0,14579.0,0
90000,2,2,2,2,2,2,3500.0,3200.0,3200.0,1
250000,-1,-1,2,0,-1,2,2186.0,0.0,0.0,0
270000,1,2,2,2,2,0,2500.0,0.0,1000.0,0
20000,0,0,0,0,0,0,1205.0,1172.0,415.0,0
80000,1,2,-1,-1,-1,0,0.0,1261.0,1261.0,0
20000,2,2,0,0,0,0,1000.0,1273.0,1000.0,0
150000,0,0,0,2,0,0,5000.0,11700.0,0.0,0
80000,1,2,2,0,0,0,3560.0,0.0,3912.0,1
130000,0,0,0,0,0,0,2167.0,2000.0,2000.0,0
320000,-1,0,-1,-1,-1,-1,1062.0,1116.0,5384.0,0
50000,2,2,2,0,0,0,3628.0,8.0,1500.0,1
260000,0,0,0,0,0,0,5007.0,5003.0,5004.0,0
140000,2,2,2,2,2,2,2800.0,2100.0,2100.0,0
10000,1,4,3,2,2,2,0.0,0.0,0.0,1
180000,0,0,0,0,0,0,7000.0,6000.0,3500.0,0
250000,0,0,0,0,0,0,6243.0,5446.0,4721.0,0
20000,-1,2,2,2,2,2,1300.0,0.0,2000.0,1
50000,0,0,0,0,0,0,2500.0,1293.0,839.0,0
120000,1,-2,-1,0,0,-2,0.0,4051.0,0.0,0
160000,1,2,2,2,2,2,2800.0,2120.0,0.0,0
60000,0,0,-1,-1,0,0,1000.0,37325.0,20800.0,0
130000,0,0,0,0,0,0,4911.0,3533.0,3301.0,0
320000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
50000,0,0,0,0,0,0,1600.0,1400.0,1500.0,0
50000,0,0,0,0,0,0,2097.0,1456.0,1200.0,1
70000,2,2,2,2,2,2,1500.0,0.0,1200.0,1
80000,0,0,0,0,0,0,2000.0,1000.0,4554.0,0
230000,-1,-1,-1,-1,0,0,568.0,1427.0,14947.0,1
20000,-1,-1,2,0,0,0,1736.0,0.0,0.0,1
20000,0,0,2,2,3,2,4000.0,1000.0,4750.0,0
360000,0,-1,-1,-1,-1,-2,10000.0,141.0,7054.0,0
90000,-2,-2,-1,0,0,0,0.0,36633.0,1328.0,0
160000,2,2,2,0,0,0,4500.0,2500.0,3000.0,0
50000,1,2,2,2,0,0,2505.0,2300.0,0.0,0
220000,0,0,0,0,0,0,6102.0,7000.0,6500.0,0
350000,2,0,0,0,0,0,12618.0,11127.0,4327.0,1
120000,-1,-1,-1,0,-1,-1,5894.0,10863.0,0.0,0
210000,1,2,0,0,0,0,0.0,2674.0,2687.0,0
100000,2,2,0,0,0,2,0.0,2700.0,800.0,0
50000,0,0,0,0,0,0,1725.0,1800.0,3000.0,1
340000,-1,0,0,0,0,-1,56270.0,59503.0,3330.0,0
140000,2,2,2,2,2,3,0.0,10970.0,3805.0,1
50000,0,0,0,0,0,0,3304.0,2300.0,2000.0,0
50000,1,2,0,0,2,0,0.0,1294.0,2181.0,0
90000,0,0,0,0,0,0,3000.0,2200.0,2500.0,0
160000,2,2,2,2,2,2,3400.0,3000.0,2600.0,1
250000,0,0,0,0,0,0,2027.0,2000.0,1007.0,0
50000,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0
300000,0,0,0,0,0,0,6000.0,5000.0,30303.0,0
230000,1,-2,-2,-2,-1,0,0.0,0.0,0.0,0
260000,1,-2,-2,-1,0,0,0.0,0.0,15055.0,1
60000,2,0,0,0,0,-1,3700.0,1400.0,2000.0,0
140000,-1,-1,-1,0,-1,-1,0.0,1686.0,0.0,0
70000,2,0,0,0,0,0,3078.0,13489.0,7000.0,1
20000,2,0,0,0,0,0,1376.0,1500.0,593.0,1
20000,3,2,0,0,2,3,0.0,1095.0,900.0,1
170000,0,0,0,-1,-1,-1,14000.0,5695.0,11760.0,0
50000,0,0,2,0,0,0,4000.0,0.0,1000.0,0
60000,2,0,0,0,0,0,1580.0,1500.0,1100.0,1
230000,-1,-1,-1,-1,-1,-1,11055.0,2269.0,9818.0,0
100000,0,0,0,0,0,-1,1602.0,1451.0,4.0,0
150000,-1,-1,-1,-1,-1,-1,3258.0,3735.0,1461.0,0
70000,0,0,0,0,0,0,3028.0,3199.0,1267.0,0
150000,0,0,0,0,0,-1,60086.0,2000.0,2000.0,0
50000,0,0,0,0,0,0,4820.0,1500.0,1000.0,0
110000,2,2,2,2,2,2,11000.0,3800.0,4000.0,1
290000,0,0,0,0,0,0,15000.0,10500.0,10000.0,1
310000,0,0,0,0,0,0,3844.0,5000.0,5000.0,0
80000,0,0,0,0,0,0,2125.0,2000.0,2000.0,0
220000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
230000,0,0,0,0,0,0,6474.0,7726.0,5601.0,0
360000,0,0,0,0,0,0,8500.0,7800.0,6665.0,0
320000,-1,-1,-1,-1,-1,-2,13326.0,13289.0,18064.0,0
20000,0,0,2,0,0,0,6500.0,84.0,7171.0,0
360000,-1,-1,-1,-1,-1,-1,79651.0,26943.0,148307.0,0
360000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
440000,-1,-1,0,-1,-1,-1,50004.0,20000.0,12000.0,0
400000,2,2,2,2,3,2,8000.0,11500.0,14100.0,1
180000,1,2,0,0,0,0,0.0,1400.0,2200.0,0
230000,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
200000,0,0,0,0,0,0,3000.0,1500.0,2000.0,0
230000,0,0,0,0,0,0,1700.0,1380.0,8000.0,0
50000,0,0,0,0,0,0,1948.0,1835.0,669.0,0
270000,-2,-2,-2,-2,-2,-2,2008.0,1513.0,1019.0,0
440000,0,0,0,0,0,0,20000.0,7822.0,8000.0,0
340000,-1,-1,-1,-2,-2,-1,3295.0,1461.0,1903.0,0
320000,0,0,0,0,0,0,7000.0,4100.0,1000.0,0
500000,-1,-1,-1,0,0,0,0.0,28119.0,2000.0,0
30000,-1,-1,-1,0,0,0,3701.0,27209.0,5024.0,0
120000,0,0,0,0,0,0,3000.0,3000.0,2655.0,0
310000,0,0,0,0,0,0,1193.0,1187.0,433.0,0
110000,0,-1,-1,-1,-1,-2,2487.0,2700.0,2500.0,0
400000,0,0,0,0,0,0,7000.0,8000.0,8000.0,0
150000,-1,-1,-1,-2,-2,-2,7620.0,0.0,0.0,0
50000,0,0,0,-2,-2,-2,3000.0,220.0,780.0,0
270000,0,0,0,0,0,0,1618.0,1569.0,631.0,0
30000,0,0,0,0,-1,0,2500.0,2500.0,2500.0,1
30000,0,0,2,3,2,0,3478.0,2073.0,0.0,1
20000,0,-1,-1,-1,-1,-1,510.0,390.0,1094.0,0
50000,0,0,0,0,0,0,1329.0,1307.0,683.0,0
100000,0,0,0,0,0,0,5001.0,64401.0,4000.0,0
200000,1,-2,-1,-1,-1,-1,0.0,3941.0,16405.0,0
500000,0,0,0,0,0,0,13000.0,20000.0,15000.0,0
190000,0,0,0,0,0,0,10000.0,10000.0,10000.0,0
130000,-1,-1,-1,-1,-1,-2,21038.0,729.0,4399.0,0
50000,0,0,2,0,-1,-1,2956.0,0.0,368.0,0
10000,0,0,0,0,0,0,1200.0,1200.0,1000.0,0
1000000,0,0,0,-1,0,0,50784.0,50723.0,896040.0,0
150000,-1,-1,-1,-1,-1,-1,4998.0,4996.0,5000.0,0
20000,0,0,-1,-1,-2,-1,2000.0,19400.0,0.0,1
140000,2,-1,-1,-1,-1,-1,4593.0,4705.0,1710.0,1
210000,-2,-2,-2,-2,-2,-2,0.0,0.0,200.0,0
360000,0,0,0,0,0,0,1303.0,1513.0,706.0,0
60000,0,0,0,0,2,2,10020.0,4000.0,4000.0,0
30000,0,0,0,0,0,0,1500.0,5000.0,1000.0,0
140000,0,0,0,0,0,0,2000.0,2000.0,2000.0,0
20000,0,0,0,0,0,-1,1400.0,3500.0,1567.0,0
120000,0,0,0,0,0,2,2000.0,1551.0,2000.0,1
80000,1,-2,-1,-1,-1,-1,0.0,1000.0,0.0,0
50000,0,0,0,0,0,0,2000.0,1500.0,1000.0,0
360000,1,-2,-1,-1,-1,-1,0.0,830.0,0.0,0
500000,0,0,0,0,0,0,30000.0,30000.0,20000.0,0
10000,0,0,0,0,0,0,1217.0,1000.0,200.0,0
210000,0,0,-2,-1,0,0,0.0,0.0,3240.0,0
50000,0,0,2,0,0,0,1900.0,1000.0,1500.0,0
200000,-1,2,-1,-1,-1,-1,0.0,1856.0,1856.0,0
300000,-1,-1,-1,-2,-2,-2,890.0,0.0,0.0,0
110000,0,0,0,0,0,0,2103.0,2005.0,2006.0,1
50000,4,3,2,2,2,2,300.0,300.0,300.0,1
340000,-1,2,-1,-1,2,-1,0.0,24386.0,3570.0,1
50000,-1,-1,-1,-2,-2,-2,699.0,0.0,0.0,1
110000,1,2,0,0,0,0,0.0,2164.0,1730.0,0
600000,0,0,0,0,0,0,13713.0,13250.0,12854.0,0
160000,-1,-1,-1,-1,0,0,800.0,0.0,2321.0,0
450000,-1,-1,-1,-1,-1,-1,7964.0,57425.0,15257.0,0
60000,1,-1,0,0,0,0,1012.0,22066.0,5032.0,1
310000,0,0,0,0,2,0,11000.0,11300.0,29841.0,1
20000,-1,0,0,-1,-1,-1,10000.0,1390.0,3355.0,0
60000,0,0,0,0,0,0,2591.0,2109.0,1705.0,0
170000,-1,-1,-1,0,0,-2,6439.0,29271.0,0.0,0
190000,1,-1,-1,-1,-1,-2,2329.0,15990.0,332.0,0
230000,2,2,-1,-1,-1,-1,0.0,1100.0,0.0,1
80000,-2,-2,-2,-1,-1,-1,0.0,0.0,5526.0,0
120000,0,0,0,0,0,2,4200.0,4552.0,3100.0,0
20000,1,2,2,2,0,0,2422.0,816.0,0.0,0
140000,0,0,0,0,0,-1,7023.0,5080.0,10000.0,0
50000,0,0,0,0,0,0,2063.0,1298.0,700.0,0
180000,0,0,0,0,0,0,5500.0,4000.0,4500.0,0
150000,-1,-1,-1,-1,-1,-1,875.0,2162.0,0.0,0
300000,0,0,0,0,0,0,15000.0,11311.0,7941.0,0
380000,-1,-1,-1,-1,-2,-1,37791.0,86697.0,0.0,0
90000,2,0,0,0,0,0,4183.0,1600.0,1280.0,1
10000,1,2,2,2,0,0,0.0,1800.0,0.0,0
90000,2,0,0,0,2,0,2368.0,2500.0,5140.0,1
240000,-1,-1,-1,-1,-1,0,23295.0,49000.0,37573.0,0
180000,-1,-1,-1,-1,-1,0,712.0,712.0,712.0,0
140000,0,0,0,0,0,0,3997.0,3520.0,2500.0,0
280000,1,2,2,2,0,0,8000.0,6100.0,0.0,1
120000,-1,-1,-1,-1,-1,-1,878.0,1131.0,441.0,1
550000,0,0,0,0,0,0,22863.0,167622.0,14000.0,1
170000,0,0,0,0,0,2,5000.0,5000.0,5000.0,0
50000,2,2,2,0,0,2,2458.0,0.0,1000.0,0
140000,0,0,0,0,0,0,5202.0,6405.0,4819.0,0
10000,0,0,0,0,0,0,1228.0,1000.0,195.0,0
240000,-1,-1,-1,-1,-1,0,1207.0,1357.0,1559.0,0
30000,2,2,0,0,0,0,0.0,2000.0,1000.0,0
30000,1,2,2,2,2,2,1543.0,0.0,1226.0,1
200000,0,0,0,0,0,0,1064.0,1170.0,10000.0,0
140000,0,0,0,0,0,0,2000.0,2000.0,900.0,0
200000,1,-2,-2,-1,-1,-1,0.0,0.0,304.0,0
80000,0,0,0,0,0,0,1365.0,1379.0,1000.0,0
100000,0,0,0,0,0,0,1800.0,2000.0,1700.0,1
220000,2,2,2,2,2,0,5516.0,0.0,8275.0,0
80000,0,0,0,0,0,0,1200.0,1100.0,1000.0,0
350000,0,0,0,0,0,0,14599.0,10334.0,5728.0,0
50000,0,0,0,0,-2,-2,1800.0,2100.0,0.0,1
360000,0,0,0,0,0,0,60284.0,16079.0,5024.0,0
230000,0,0,2,-1,0,0,7000.0,0.0,153400.0,0
30000,2,2,2,2,2,0,3000.0,0.0,1500.0,1
70000,0,0,2,2,2,2,4200.0,3600.0,1800.0,0
70000,-1,0,0,0,0,0,1500.0,5353.0,6282.0,0
150000,1,-2,-1,-1,-2,-2,0.0,1512.0,0.0,0
360000,-1,-1,-1,-1,2,0,23944.0,884.0,300.0,0
210000,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0
50000,0,0,0,0,0,-2,1700.0,2000.0,1300.0,0
180000,-1,2,-1,-1,-1,-1,0.0,390.0,1726.0,0
210000,-1,-1,-1,-1,-1,-1,8146.0,3719.0,3091.0,0
160000,-1,-1,-1,-1,-1,-1,2475.0,5175.0,2475.0,0
50000,2,0,0,0,0,0,2000.0,1700.0,1500.0,1
200000,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0
20000,0,0,0,0,0,0,1500.0,2000.0,3000.0,0
500000,0,0,0,0,0,0,4500.0,5000.0,5000.0,0
90000,0,0,0,0,0,0,3592.0,3382.0,3319.0,0
70000,0,0,2,2,0,0,4500.0,1813.0,0.0,0
50000,0,0,-1,-1,-1,-1,4000.0,390.0,390.0,1
180000,-1,0,0,0,0,0,7416.0,7038.0,7000.0,0
50000,1,3,2,2,0,0,0.0,3000.0,0.0,0
230000,0,0,0,0,0,0,9000.0,9500.0,6000.0,0
70000,1,2,0,0,0,0,23.0,1637.0,1000.0,0
30000,0,0,0,0,0,0,4491.0,1257.0,565.0,1
10000,1,2,0,0,0,0,0.0,1146.0,471.0,0
90000,1,-1,2,2,-1,2,800.0,0.0,0.0,0
80000,2,2,3,3,2,3,5000.0,4000.0,0.0,1
360000,1,-1,2,2,-1,-1,2916.0,0.0,0.0,0
150000,-1,2,2,-1,2,-1,0.0,85.0,1124.0,1
200000,1,2,2,-2,-2,-2,0.0,0.0,0.0,0
300000,0,0,0,0,-1,-1,10000.0,6000.0,30000.0,0
500000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1
210000,-1,0,0,0,0,0,5000.0,4000.0,5000.0,0
80000,0,-1,-1,0,-1,-1,1000.0,1533.0,0.0,0
200000,2,0,0,0,0,0,8011.0,5203.0,4000.0,0
230000,-1,-1,0,0,0,0,17402.0,20013.0,346.0,1
60000,0,0,0,3,2,2,2200.0,7000.0,0.0,0
180000,1,2,2,0,0,0,8500.0,0.0,7000.0,1
80000,0,0,0,0,0,0,2000.0,2000.0,1668.0,0
220000,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0
30000,0,0,0,-1,2,-1,1081.0,0.0,6712.0,0
30000,1,-2,-1,-1,-1,-1,0.0,4990.0,4322.0,0
30000,0,0,0,0,0,0,1500.0,2000.0,1500.0,0
150000,0,0,0,0,0,0,2003.0,2044.0,2054.0,0
30000,1,2,0,0,0,0,0.0,1698.0,1022.0,0
180000,0,0,0,0,0,0,4500.0,4000.0,4000.0,0
30000,2,0,0,0,0,0,1480.0,1448.0,1021.0,0
240000,0,0,0,0,0,0,10000.0,7000.0,10040.0,0
120000,0,0,0,0,0,0,1483.0,2000.0,2000.0,0
150000,0,0,0,0,0,-2,2000.0,2000.0,2000.0,0
180000,1,-2,-1,-1,-1,-2,0.0,1154.0,2000.0,0
50000,0,0,0,0,0,0,2200.0,2600.0,600.0,0
360000,1,-2,-2,-1,-1,-2,0.0,200.0,3000.0,1
30000,-1,-1,-2,-2,-1,-1,0.0,0.0,0.0,0
50000,-1,-1,-1,0,0,0,918.0,19583.0,1000.0,0
30000,-1,3,2,0,-1,3,0.0,0.0,0.0,0
50000,0,0,0,0,0,0,2504.0,2059.0,666.0,0
90000,0,0,0,-2,-2,-2,4000.0,0.0,0.0,0
200000,7,6,5,4,3,2,0.0,0.0,0.0,1
50000,0,0,0,0,0,0,29456.0,1300.0,675.0,0
80000,0,0,0,0,0,0,20000.0,2400.0,2000.0,0
50000,0,0,0,-2,-2,-2,2025.0,0.0,0.0,0
200000,-1,-1,-1,-1,-2,-1,0.0,1036.0,0.0,0
90000,0,0,0,0,0,0,5000.0,3500.0,2000.0,0
240000,0,0,0,0,0,0,7000.0,7000.0,7000.0,0
90000,-2,-2,-2,-2,-2,-2,2522.0,3426.0,3426.0,1
10000,2,2,2,2,-2,-1,3000.0,0.0,0.0,0
210000,-1,-1,2,2,-1,-1,4465.0,0.0,0.0,0
140000,0,0,0,0,-1,-1,3380.0,1200.0,2000.0,0
50000,0,0,0,0,0,0,1815.0,2000.0,2000.0,0
50000,0,0,0,0,0,0,30000.0,2052.0,1034.0,1
230000,-1,-1,-2,-1,0,-1,8435.0,5955.0,10371.0,0
150000,-1,-1,-1,-1,0,0,6237.0,3280.0,11167.0,0
240000,0,0,0,0,0,0,140013.0,5206.0,5008.0,0
80000,1,2,2,2,0,0,0.0,3667.0,0.0,0
140000,1,-2,-2,-1,-1,-1,0.0,0.0,4647.0,0
290000,0,0,0,0,0,0,3459.0,4000.0,5000.0,0
80000,0,0,0,0,0,0,3006.0,2641.0,2827.0,0
400000,0,0,0,0,0,0,28000.0,14547.0,8078.0,0
20000,0,0,-1,0,-1,-1,1425.0,20310.0,1020.0,0
360000,-1,-1,-1,-1,-1,-1,307.0,400.0,589.0,0
260000,0,0,0,0,-1,0,5006.0,5000.0,5000.0,1
30000,1,2,2,0,0,0,2000.0,0.0,144.0,0
130000,0,0,0,0,-1,0,5000.0,3572.0,3153.0,1
490000,0,0,0,0,0,0,3600.0,4000.0,4000.0,0
580000,0,0,0,0,0,0,9431.0,8842.0,7663.0,0
20000,0,0,2,0,0,0,2800.0,0.0,800.0,1
